                    ctW                 ctp                 cpQM                ctei                ctli                cQei                ctZ                 cQlMi               cQl3i               ctG                 ctlTi               cbW                 cpQ3                cptb                cpt                 ctlSi               
MGStart             -5.0220627142       32.910508898        -8.06388879552      6.00341187589       10.1627186606       4.8044717214        -3.86414608017      -7.15199842492      -8.33043055826      1.60662243219       2.82488549573       -3.8238121668       -13.2199172108      14.4917090973       -32.6006143796      -7.06240618161      
rwgt0               3.61836515758       -2.4606338384       14.9934311399       5.89853855989       -8.94056865401      3.30602960526       0.943672118192      6.41466023518       8.99805954079       -1.64654575659      -2.93759267315      -3.70753042613      -6.61511255918      15.253712013        -20.0150798945      8.20224244086       
rwgt1               -1.5775283996       38.8406941402       38.4089005134       -1.87891225986      6.12641935677       0.198362932603      2.50373274306       8.55346681064       -7.65806462395      2.56750839767       2.44476783428       -1.56636571095      0.492478193822      26.526026737        -26.8848012599      4.60344749625       
rwgt2               -4.96265729931      -9.91783588584      -6.23681047094      7.76085620568       -8.70416890542      -7.69866119723      -5.69291671738      -3.16361792008      -3.44060153059      0.978411200685      2.23804036524       -7.12866105655      -6.83720556202      -3.96064746569      -3.35921101803      0.540696481894      
rwgt3               5.2033428889        10.9163230404       37.3611777307       10.022772244        5.77866286053       6.18538511348       5.41203155792       3.78609418285       -1.55218354158      -2.62191810342      0.825319009407      -5.28391638933      -5.68496278052      5.59774648729       -18.5757924684      0.117037673325      
rwgt4               -2.63702933458      20.216366842        36.7261604449       -1.9839249523       1.70629970796       -7.63359901104      -1.6287623701       6.8285982841        8.70100754944       0.484953459549      1.12253498944       2.01046897507       -14.9550631436      23.3673250963       6.4740342435        -1.42257982052      
rwgt5               3.04630967585       47.2064272086       11.4165718207       0.775352455748      -4.36082231829      -1.79465208235      3.03760182345       -5.6329159276       10.236089364        -0.916974118307     1.79791876681       -7.43970712708      4.6328170178        10.4454987054       -0.0214919678644    -4.25407882991      
rwgt6               3.65921458469       8.65731660048       4.55220398947       0.0600381522217     2.91761365061       -3.49376384341      0.259114301207      1.46903411234       -2.8652296032       -1.16561996915      -0.824052278871     3.51141049676       -9.63397294472      23.3318574656       9.23728085915       5.18669726349       
rwgt7               2.02940398256       51.9971030996       11.2586065465       -3.8390093959       -4.34861810191      5.45686035578       2.29759044648       -7.4762089382       1.06521790929       1.38745652385       -1.72948215464      0.317953400493      -2.77079724186      -26.4502067125      -33.02418912        2.6374574449        
rwgt8               -5.67154126146      21.2535433273       18.7842686007       7.92789929754       -4.99249012035      3.48415511618       -4.3846878868       -2.79188963582      5.4138005071        -1.63348590589      0.854380229097      -0.44880015319      3.18042959481       3.50711065426       -19.4866984816      -7.21187269947      
rwgt9               -2.13018517424      24.1210219806       17.263132822        -1.0815932462       -1.3554977209       -4.5013923646       3.68095044069       -2.41351297436      -6.09829023935      1.31056538813       2.29317319963       -0.141271679419     -1.24201276986      -18.3932874409      16.3889896677       -2.2114081928       
rwgt10              2.1012075054        17.5981280133       30.0970488257       -4.21868007311      4.61641357736       1.99957993433       2.80038801252       -4.26320053234      -0.098114894567     -2.06096604173      1.72975739143       -3.38065060796      5.53332189317       -2.0942275742       -16.0908345014      9.88738401016       
rwgt11              -1.39436937012      52.2041840283       13.574032584        10.3002859338       5.17633737551       -0.19031903776      1.58028207522       -8.61084625181      0.212747577336      -1.80878635368      -0.753171147767     0.747682390281      0.194735022266      14.8344824683       -29.4019020136      4.19163817603       
rwgt12              0.162040592841      -10.8871076035      6.68228920608       0.336999808195      5.73807852584       3.41772981586       -4.0918691          8.92918538829       6.95095226997       2.25749803032       -2.35023091355      -0.327006341899     5.48842625997       -11.5765346337      -30.3961213521      -4.74238732473      
rwgt13              -2.25713271952      53.833319317        28.1236586364       -5.70259412466      7.63763267121       5.99826039438       2.23057861422       10.389850343        -1.58092289938      -2.36368320874      -1.97138775693      -0.112236014704     -9.74400180803      24.5770625441       -13.3322740371      5.08994886717       
rwgt14              1.53508878127       19.4118926832       41.4872780531       8.57501863784       8.60541697813       -6.51981777498      5.4055981371        -0.383172213839     9.85236157427       2.09274832355       -0.24631155348      1.88901593715       -3.75425053757      8.94595812044       -3.18184877579      10.5488965249       
rwgt15              1.54516743885       20.6221744582       0.993430105696      -6.19521101384      -7.6766410421       5.71577707062       3.82629785723       5.08155657812       8.05782736966       1.51653320996       0.118313004773      -3.46208258462      0.142779282264      5.5162704432        -27.184574485       3.35146995632       
rwgt16              -1.00935831059      18.8945936066       1.75028249341       8.79436363435       7.49709720512       -6.91196498515      5.08661190412       -3.7696822656       5.56160423786       -1.81274393557      2.45629393279       -6.55240566999      -7.06674679534      18.4793031998       -12.5107276308      7.24774271874       
rwgt17              -2.03150788788      48.0039857421       -5.57031122652      -4.87382516234      7.23045184564       3.82717413688       -4.37837756265      9.65636427264       3.18910150704       2.80610191474       2.21261854878       6.85370256491       -7.70812592543      0.778239375238      -21.7691107736      3.9609535735        
rwgt18              -1.09984237176      -1.42400365009      40.081908297        -7.65657222151      -7.9371223508       -5.28017957601      1.28799660424       3.5271393161        -2.36139847158      2.03955447467       -1.77855433624      -7.46976488739      -9.46531068973      24.4328677944       -17.9988474717      1.5670238587        
rwgt19              2.27679193513       47.7344763409       -6.32100654007      -7.38886467565      5.25588707634       8.66770932187       -2.75277976171      2.00075905362       -7.44682925093      1.53183724524       2.34304658216       -2.23928394906      -6.02402560205      -14.7595980551      3.97795298259       6.0135102132        
rwgt20              3.03911144816       -9.98546354289      5.56785998475       0.83866597364       1.12289609987       -3.48271001688      -3.28655480985      -1.65564165788      -3.9862281895       0.772169749179      0.557316634837      5.23935981361       -4.1440271855       2.81612006779       -4.8451743017       -8.84278065344      
rwgt21              2.69155123255       46.6070267338       13.7386724733       2.9580605061        -3.45046252943      -8.19245535265      4.57355447741       2.90207893569       2.16561140456       1.52658737268       -0.658763687405     -7.11228970868      5.21752020497       3.14798646187       9.44239866839       -6.31845998335      
rwgt22              -3.41891448393      33.5886955103       1.18607279987       3.37146423528       8.07981231619       7.40155972928       -1.85052190583      5.40933510194       5.54821851996       -0.697230542972     2.6178857182        3.01379338861       -2.95665297788      -26.2682205433      -0.345513952        -8.05627012533      
rwgt23              0.198269304212      32.8057175705       11.8568914765       3.90802355539       5.49380087101       8.05374085485       -5.31026720012      9.37008504885       -8.61892023885      2.62728620438       -1.31885293342      -7.14874966038      -3.83471160007      24.7682022165       9.06469270751       8.28139460386       
rwgt24              -1.0941052601       34.9317533095       6.55471018543       -3.30154168217      -0.1675397634       -4.77138574339      5.20068147828       1.28784811511       -6.25085119702      2.74072321811       -0.31839960356      -1.97078566756      -5.01059920054      -18.4720914887      -3.89937391917      2.07668040124       
rwgt25              -4.52850640179      10.035949059        12.0391624765       -6.28095044814      0.879684311893      -0.0847817082573    4.8146889092        -5.42229833474      -1.0074671284       -2.01260354871      -1.88333194327      -7.15389600505      5.87356822645       11.2506353751       -28.6861467263      1.64850618522       
