                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     clq1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbB                      ctu8                     cQu8                     
MGStart                  -0.8                     -11.14                   1.0                      -1.25                    0.09                     7.34                     5.79                     16.53                    12.88                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    0.68                     1.54                     -0.72                    0.7                      0.99                     0.93                     0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        
rwgt0                    -0.1842215892559036      15.705332710313712       0.7685297782897451       -0.28642705050720396     0.00038785886597664243   -10.496182637180402      -2.4387143109775504      -0.42224192053768306     -19.98904548275883       -113.71563471739357      70.71623531812403        121.34505765596833       -114.5063862657483       -109.69667439255174      11.726059196982305       160.32482779493677       -0.7498275962649622      0.6434133024031596       0.6243645846898334       0.13886421062243093      0.2052599850179384       0.24927667479221438      -76.7012366753859        79.42797936983584        35.07422891537243        35.270367396478434       -166.91789935374666      -37.88084321869238       82.60561585881692        75.9608027107993         51.60147333479435        -85.22362167285068       154.50812978491223       22.13645943189661        -60.52966399093573       -57.266558481506976      -162.5699941319362       
rwgt1                    0.17430753460660298      19.428922898693358       0.3741608155268543       1.2279274975176695       -0.09042509706899776     -5.737720883258345       2.0476144087746846       7.057239454591965        16.702122393359247       114.00808371681308       139.20114510983456       26.507309391441225       134.72696676189605       -115.70879835748279      130.0806641358974        172.5221570293686        -0.9594086033502441      1.504682251922842        0.4728214822345016       0.42521317805886105      1.3275585497897526       0.49662110710206453      -93.01761470668521       167.82052361859007       132.17176415512148       -81.11767561920442       -64.34082778784871       -176.4683013467261       -46.133716057371544      22.17535606934149        -98.69553344369339       -74.38188251446226       -61.878035964057716      70.51626064739969        164.69456973416817       -43.60179131405846       145.98104229412417       
rwgt2                    -0.12455103716102145     -6.641794513543424       -1.2949384129545123      0.11098174677239969      -0.1447371424393734      8.819524926960849        3.466583638687558        -8.452367739404611       18.09167073660487        143.07030073013948       -93.08753624761056       54.00557025428523        -57.2460053089853        -108.58379704482326      -83.66997429040197       16.46033941057513        -0.1936624681796637      -2.532498074463279       1.2027759519880712       1.1926364531491866       -1.5478074181425872      -1.6019066811106835      -41.52492329969024       -90.06685218057694       -167.437217038236        -108.713489375166        57.65161162237797        -135.29605029390723      -156.3658518405748       -176.96289668270202      124.18844345867024       -77.89322716744664       9.482672579359019        81.27530455062049        -107.09629850248506      -52.70520399396699       172.90926919187814       
rwgt3                    -1.0419419443995694      4.27285201436246         0.9319646907345103       1.6445157628417792       0.11575113459655459      -1.588050322133519       3.552662479939043        8.608035620015336        -19.815768331720765      109.28804228657742       -61.05168582249787       -73.56991211648597       95.22285761492225        -42.40483950752983       -144.42061380527588      70.29842539778977        -0.11412185182734036     -1.482816822836156       1.1623439184000761       0.7535621358115228       -0.5525666921437631      -0.6989991849440825      -18.041903764940457      159.46342492257185       154.78987251011552       168.1661499638455        -40.276192830040486      88.25628530980657        -1.304231332854414       51.43199634187249        101.90980025404644       149.1964325754795        142.63957107621837       102.75989324930339       178.80765422965288       -109.22613797965552      21.339554942345984       
rwgt4                    0.08517245606246515      18.678255141552434       1.0311298199285361       0.9657187610797617       0.014016147657551964     -12.772555758218429      -7.282634694433398       22.421990102947106       -13.367436100648625      -147.7320249143649       -26.84046891340563       -36.34792624358414       -108.79983107399224      130.86514998089802       133.82601084323397       72.80879579239746        0.6830534077549182       -1.9670185247095877      -0.3208604358993076      1.017229826824822        -1.3341932406563233      -0.5165530328724295      55.21010463810197        -121.23338620785307      -105.84205560336741      -69.87214355927945       -49.35707015748838       48.44279658150805        -97.68111481197964       85.52324321832634        -126.17428263413639      33.4808210951509         131.51957699258702       -173.74068590592773      -49.58494062513307       -86.41540079216131       27.218952086616326       
rwgt5                    -0.6540371119641264      -6.9640619262308014      0.7286490075140151       0.9595639062578067       0.027757261129036676     -0.010033986265160166    -3.6834890322150713      26.506028153112894       -21.866046394450407      76.14352289161809        -99.89714379455819       -100.89752688358577      -47.95628992521793       -176.6894540331544       -163.93028499846682      -123.94836383373317      -0.20525712739551238     -0.45295605359355884     0.5274386230167405       -1.19583189886268        -0.035560364136073774    -1.4326449483767751      133.29950668776314       98.79855522065611        166.51574119617385       113.2865166589973        146.79685461738399       51.829496373283405       151.8734083079512        -137.43606267001982      -131.51985167434427      -90.34577103694603       -66.1255567181602        171.9446134391127        123.85880352451898       81.50182010353183        53.021742607710706       
rwgt6                    -1.1113283081620642      4.540343798186296        0.07284243995750406      -1.081168444461214       -0.07463705531231278     4.015812701181591        7.039975638351381        -25.316565989851327      22.283829565574592       119.77293197774998       177.192394025846         -140.9263459753863       81.99734162295664        37.089508878868          -105.13942837922244      165.58064924140984       0.4839788380692567       -2.4480488640464015      -0.14267631163725625     -0.9064939522984112      1.0037681268587786       -0.4624394386430266      -79.23701733972493       104.0301378808557        93.04764023322167        5.717547932742036        124.47310003258247       -152.86988719437088      -176.07789593585886      122.24169020622139       131.5571049121083        83.31358611349475        -5.609783846411801       156.9086328256882        54.817183422664215       -160.0984524629422       48.08135887388448        
rwgt7                    1.3064250554782881       -14.78163263413146       1.7625351002307208       1.244856987751048        0.13465323964407946      7.722263987147986        -0.9881587028796499      23.152752720514137       -11.346950689430708      122.08138755026596       -176.7838463503296       -163.5915061320118       51.90572050184289        -173.98479984435184      -104.52780488288418      32.392460769261476       -0.10838873284820338     0.2989767312813214       0.5486113975268807       1.0531274330607407       -0.8268948950384393      1.1868969956990145       -153.6898283363556       -44.49837556779886       -110.8524947000488       -134.62936094082065      -51.93396220607036       -130.49062547870437      -28.746600150783337      -27.21048404546292       -29.715465957143323      -25.869432921857026      -74.54641453047806       88.41568163566774        108.23589979873958       -76.27466026129449       -107.87768331949547      
rwgt8                    0.5983353117567289       5.948168178233367        0.9938208261398351       0.46102554877634727      -0.14602996908503246     -9.909149142530701       -4.969268703993333       17.25891888519608        -15.426418337232523      -112.79994366198947      46.72707518320911        64.22948271449238        38.15334403921088        -126.77344488406604      -45.65508079954367       154.86094351529283       0.1512501031863689       -0.024755087280102117    0.3648776305083794       -0.25659799149601437     -0.34774700727301977     0.85250165856032         15.571147669354758       -59.76076450988569       80.88263874976872        -95.91559724584737       16.532351660023494       32.0734753048807         108.93232191109831       -48.19860893634453       -2.7019815252480726      151.4817208311058        94.08811696888472        145.39031528071592       78.22280237748487        63.53668894331054        -21.420839864343037      
