                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     clq1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbB                      ctu8                     cQu8                     
MGStart                  100.0                    -1.02                    1.49                     0.94                     0.24                     6.98                     8.13                     24.55                    1.5                      3.66                     -5.77                    -7.31                    -5.53                    -7.21                    10.14                    1.42                     0.51                     -1.19                    -0.53                    0.64                     0.79                     0.86                     0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        
rwgt0                    15.300942927934756       0.7409537132656641       0.40748675910094123      -0.24798683374817387     -0.049841106710123206    -4.736902732194172       -10.785063152348041      5.678419941075951        2.6263497754376304       -6.010179930341894       -7.864121525648811       -1.9267198908333452      2.113313917952656        6.863372995815126        -15.293029119276602      1.4560440623695898       0.4586073224671474       -1.366118217893748       0.469086466916377        -1.0443913336332522      0.8160167735022166       1.0210169839511334       -61.441433127447056      176.8720923882085        -178.4902422310313       -121.14151012070141      -150.97921422905466      142.94562102559166       -56.185154667129         40.841463240255166       105.46882621762705       102.16754219217927       93.93307656012252        93.9867769670999         -74.46520565918203       -59.592323323929065      94.35710770189309        
rwgt1                    -54.53640394117291       -0.4947286272191862      -0.016077398140603272    -0.3994905415517358      0.1276044073103354       -8.285381069380069       -13.302092859886507      7.037441754262602        1.580525017847552        2.2434947665089844       6.920007453557471        3.926587043712466        9.103825990910217        1.6069927079957314       10.145603050430498       -1.4374656251648668      -0.05529791562952435     -0.8003548825188773      0.6922297907499648       0.3087149358019703       -0.19833515575472416     1.0522381123094102       52.86398066418721        89.54235559381908        -96.98453108748573       -145.96732113024092      -142.19964703730793      -84.32846156785124       -172.4888845444161       67.22490319723559        -118.40478444184679      -51.32059988885598       -36.94569534182625       -147.29092877144856      -68.72788777770364       -55.75005869447121       -105.30958349213122      
rwgt2                    -22.319500559972         -0.9005352876815855      0.07186795728136319      1.4669066667397561       -0.03663078883789611     -3.5966118507156253      5.495750397494742        -10.534886566489739      2.527427694612967        2.5834890382877163       -3.879585441185868       2.400587511569107        6.594687134298649        -10.254461012013486      -8.29601857136555        2.0566681117629146       -0.5607389068363559      -1.752504817874851       0.20549154492193988      -1.0701021380001976      -0.022160023134209395    -0.6202969096722485      102.65101934930078       124.41492361295116       -7.561086800413591       40.93535618236504        143.93632795310873       -16.975600403316236      160.88001120779575       -174.76580479162735      65.96240578358169        165.17812167284802       -18.88871955335614       -98.35558518433118       92.27318102515983        13.905544559785739       -103.41170424737862      
rwgt3                    -171.19269461898642      -0.2950378150544035      -1.230973306366703       0.43760587684466046      -0.14206835541744867     -8.398548247237688       8.984497021801879        21.977035922058818       1.09831700945578         -5.329411443701679       -4.252560157059653       -5.167129002211484       8.378863054042295        6.702601576484607        3.604004177582844        0.37243854388263165      -0.4632592429738298      -0.6577858870641489      0.2896276343465969       -0.8264048304801093      -0.28189340842581134     1.130613233924401        -68.83803396331234       -40.05187662672736       122.2146060041344        -1.8133794693015375      66.32654979902318        -6.937888228866086       -72.72668448565018       139.54507212106517       -104.66910175527374      -35.016891367357346      161.33655750945644       -95.29920822628971       -84.69234949067948       -58.13311035072455       -50.80775312053876       
rwgt4                    -46.43864305196877       -1.2045852174101954      2.4700233848293895       -0.4318512565367443      0.4231083254181832       0.9284338671940393       0.19264608655843496      -37.165434777992225      -1.4889905934241412      4.572207170702244        4.761974076531368        9.355687765825426        -9.87200746454723        -2.440638028249502       7.9972539976237655       -2.519171511423701       -0.7073114997962083      -1.077219752570068       -0.6004678276643889      0.884169249737885        -1.1432396378049359      -1.0078026619301415      -27.273210987812803      -143.42255717571155      -35.76179731474724       -20.827235170844858      -14.933099309234194      -33.43091801277865       35.4792782466551         114.23835950318033       151.85063982776438       55.0896063391032         -4.117651861159686       -118.28670716730792      -12.16483564343892       164.99629462742382       113.88384843428469       
rwgt5                    12.036764419218684       -1.8005373036103223      -1.582780603875881       -0.6388975370142107      0.01285594912371213      0.3086557592095325       9.706884580314245        28.172494417339635       1.7117975500531695       -3.8887752710502554      -0.44534086664737416     3.8066642360922245       0.027119825790045127     12.860872362149298       -18.167674012874002      2.2766771745339733       -0.32842144893344827     0.7861340866142208       0.20511336860106577      -0.7768716618199976      0.17116617191897454      -0.6659590831026496      -175.26880931881263      -83.78392986736519       -120.08521281952702      -150.93347830958308      -160.72193796798717      -0.006650615800026571    19.425661505027477       -166.31378332901403      155.4397625730669        -163.773144266638        -171.00037585020635      -1.9483519149680149      -17.02856383785445       53.89849473184654        -111.49860542403302      
rwgt6                    -31.17866326429288       -0.9095317823890037      2.4070720005713553       0.030744870562236848     -0.248936033025102       -3.6037273725150314      -3.85991586617809        -28.86338081087903       -1.7310922698732902      -4.977270435452561       -10.319052802152678      -11.339305393909788      8.375821171733449        -7.020142458039574       -6.582515585434221       -2.2916734061160318      0.5549495799537849       -0.9234553848855243      0.1487340857378836       0.5318812168899372       -0.9664808042941759      -0.5948489827477538      1.8206419585058597       172.8010984153663        79.84289457831352        -41.31308945019535       -39.862158785060785      37.633645506275656       -111.76915032923336      64.16403668395915        65.83765004053657        -41.47097201556389       117.90466182988496       96.32617729799159        86.82044543551103        157.03616009404954       169.68427679015298       
rwgt7                    -50.76633679221024       0.07211323454650453      -1.7238317622181005      -0.3953242392152867      -0.1676531900165371      -5.973057163398829       -8.867733266261162       -9.370305149140634       -1.813298968863624       -0.9700307002827389      -5.728891777468183       11.537540842038474       2.908389944703579        3.243652002076317        8.438378737242587        -2.474932174648512       -0.763554132696702       -1.6121675574830734      0.524867863441008        1.0798370467265292       -1.2529448437363204      -1.0524036617639423      145.4713162249338        121.26581264003266       -81.41481928121446       -0.3527433216340796      -9.143964127229395       -156.51171250804236      -23.181309192121603      71.0366910395172         142.94550072672928       16.69104357725331        91.72208313247552        -94.10884661435772       -98.60367453812744       61.38584391187254        -62.72389209793468       
rwgt8                    -150.21730147043513      -1.736514393691694       1.0035209529181737       0.3588519211314112       0.1778783464205873       11.120812859892222       -5.05252293330857        5.812955299867362        -1.6511491795412856      -2.888321881100078       8.483891797233138        -4.891140930453904       8.361350821794836        7.669371009553917        0.2568729897345534       0.1227547514639471       -0.8309162854415632      -1.5921590210713084      -0.6912678060526236      1.0063824479743357       1.2809316208476471       -0.16859395697204071     158.89017637950354       34.372966919014345       1.084859251697992        165.1324355957825        156.00256109740258       168.03794499149888       129.3433809332236        48.800197421065775       174.2904253391161        45.27864432871968        0.21629219651720177      102.56382772171503       32.07932555896758        5.848823730315615        17.735927456824783       
rwgt9                    -4.441124857734195       1.7454677332334985       0.3017574899417057       -1.1695030891058242      -0.048527247561502285    7.305559444063732        6.740495620276075        10.660990417309769       2.393766008565659        -4.982764291020157       -7.995945116202658       1.2401137851944384       -2.8501594495796168      9.514476925883667        0.011887637422201891     -0.26409054460826287     -0.11120597920404673     -1.509030514608269       -0.8947931522291706      0.7158888288899414       -1.281044836707876       -0.6320179513362406      27.457807416435998       -35.758283962123215      -58.46773059624843       -66.99908402321881       150.98802849878382       35.88253085624507        67.00301502358772        -105.76318361999044      -156.35506358765696      72.6999871289037         81.55420614399185        135.45685502088588       -38.27677504157592       173.33565181098265       -94.73818360870335       
rwgt10                   -151.51139005001858      -0.06187126532586107     2.4977094454998423       -0.16248579537082364     -0.27965102824150767     12.043984810845291       -7.898545032094133       -31.02157381787164       0.48821147684440325      3.5296521030763213       0.8906404711564306       -12.276000196332879      7.582611201080699        11.097610909911381       -9.242678055280606       -1.01316691418624        -0.13233167326539352     -1.431913418149205       -0.3413679618679204      1.0660234303356946       -0.215718518244006       -1.4271313374854901      127.50689895775412       -151.95192667041246      -150.65931023669992      -21.169387912196925      -132.3275572240999       -152.40958829960218      -137.14059150256404      111.84593095681493       -160.46091621308568      164.69190328141286       152.16458726614894       92.99586404622738        -50.14203959022569       -79.05739613408403       -31.86168413849316       
